Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ACCT,2020,1,Managerial Accounting Concepts,25%,34%,25%,11%,4%,0%,0%,2%,0%,"Garrison J, David Walter",
ACCT,2020,2,Managerial Accounting Concepts,30%,30%,23%,4%,7%,0%,0%,7%,0%,"Garrison J, David Walter",
ACCT,2020,3,Managerial Accounting Concepts,31%,23%,30%,10%,3%,0%,0%,4%,0%,"Krupa, Nicholas R.",
ACCT,2020,4,Managerial Accounting Concepts,35%,30%,21%,7%,4%,0%,0%,3%,0%,"Krupa, Nicholas R.",
ACCT,2020,400,Managerial Accounting Concepts,22%,36%,30%,5%,3%,0%,0%,5%,0%,"McCorkle, Emily Suzanne",
ACCT,2020,410,Managerial Accounting Concepts,25%,37%,22%,9%,3%,0%,0%,3%,0%,"McCorkle, Emily Suzanne",
ACCT,3030,1,Cost Accounting,26%,41%,21%,3%,3%,0%,0%,5%,3%,"Garrett, Jace B",
ACCT,3030,2,Cost Accounting,24%,54%,14%,5%,0%,0%,0%,3%,0%,"Garrett, Jace B",
ACCT,3030,3,Cost Accounting,23%,38%,28%,3%,0%,0%,0%,8%,0%,"Weaver, Andy P",
ACCT,3030,4,Cost Accounting,28%,33%,28%,0%,3%,0%,0%,8%,0%,"Weaver, Andy P",
ACCT,3030,5,Cost Accounting,26%,26%,29%,16%,0%,0%,0%,3%,0%,"Weaver, Andy P",
ACCT,3030,6,Cost Accounting,34%,24%,37%,3%,0%,0%,0%,3%,0%,"Weaver, Andy P",
ACCT,3030,7,Cost Accounting,31%,56%,9%,0%,0%,0%,0%,3%,0%,"Hawkins, Erin Michelle",
ACCT,3030,8,Cost Accounting,51%,34%,11%,0%,0%,0%,0%,3%,0%,"Hawkins, Erin Michelle",
ACCT,3030,9,Cost Accounting,43%,35%,13%,8%,0%,0%,0%,3%,0%,"Krupa, Nicholas R.",
ACCT,3110,1,Intermediate Financial Acct I,23%,23%,31%,4%,15%,0%,0%,4%,0%,"Schlicksup, Peter James",
ACCT,3110,2,Intermediate Financial Acct I,13%,25%,28%,13%,10%,0%,0%,13%,0%,"Schlicksup, Peter James",
ACCT,3110,3,Intermediate Financial Acct I,0%,22%,22%,22%,22%,0%,0%,11%,0%,"Maiberger, Philip A",
ACCT,3110,4,Intermediate Financial Acct I,34%,41%,16%,6%,0%,0%,0%,3%,0%,"Philo, Annieka C",
ACCT,3110,5,Intermediate Financial Acct I,33%,25%,35%,3%,5%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,6,Intermediate Financial Acct I,28%,33%,33%,4%,0%,0%,0%,2%,0%,"Philo, Annieka C",
ACCT,3110,7,Intermediate Financial Acct I,36%,28%,28%,3%,0%,0%,0%,3%,3%,"Goodson, Brian Matthew",
ACCT,3110,8,Intermediate Financial Acct I,27%,24%,32%,5%,8%,0%,0%,3%,0%,"Goodson, Brian Matthew",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 2 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ACCT,3110,9,Intermediate Financial Acct I,7%,20%,53%,3%,0%,0%,0%,17%,0%,"Ledbetter, John Howard",
ACCT,3110,10,Intermediate Financial Acct I,21%,36%,31%,5%,0%,0%,0%,8%,0%,"Ledbetter, John Howard",
ACCT,3120,1,Intermediate Financial Acct II,21%,38%,31%,10%,0%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,3120,2,Intermediate Financial Acct II,15%,41%,26%,18%,0%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,3120,3,Intermediate Financial Acct II,32%,38%,19%,0%,0%,0%,0%,11%,0%,"Knause, Terry Daniel",
ACCT,3120,4,Intermediate Financial Acct II,41%,38%,9%,0%,3%,0%,0%,9%,0%,"Knause, Terry Daniel",
ACCT,3120,5,Intermediate Financial Acct II,49%,31%,18%,0%,0%,0%,0%,3%,0%,"Knause, Terry Daniel",
ACCT,3120,6,Intermediate Financial Acct II,29%,26%,21%,8%,3%,0%,0%,13%,0%,"Knause, Terry Daniel",
ACCT,3120,7,Intermediate Financial Acct II,20%,38%,25%,5%,5%,0%,0%,8%,0%,"Hawkins, James Craig",
ACCT,3120,8,Intermediate Financial Acct II,15%,58%,20%,5%,3%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,3120,104,Intermediate Fin Acct II (HON),88%,0%,13%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",H
ACCT,3130,1,Analytics for Acct Dec Making,53%,30%,18%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3130,2,Analytics for Acct Dec Making,55%,35%,10%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3130,3,Analytics for Acct Dec Making,29%,50%,18%,0%,3%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3130,4,Analytics for Acct Dec Making,28%,50%,14%,6%,0%,0%,0%,3%,0%,"Mammadov, Babak",
ACCT,3130,5,Analytics for Acct Dec Making,19%,56%,22%,3%,0%,0%,0%,0%,0%,"Hawk, Holly Rhiannion",
ACCT,3130,6,Analytics for Acct Dec Making,43%,49%,6%,0%,3%,0%,0%,0%,0%,"Hawk, Holly Rhiannion",
ACCT,3130,7,Analytics for Acct Dec Making,46%,46%,9%,0%,0%,0%,0%,0%,0%,"Hawk, Holly Rhiannion",
ACCT,3130,8,Analytics for Acct Dec Making,51%,34%,10%,2%,0%,0%,0%,2%,0%,"Barnes, James D",
ACCT,3130,9,Analytics for Acct Dec Making,50%,29%,18%,3%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3130,103,Analytics for Accounting (HON),80%,20%,0%,0%,0%,0%,0%,0%,0%,"Mammadov, Babak",H
ACCT,3220,1,Accounting Information Systems,18%,49%,24%,8%,0%,0%,0%,0%,0%,"Polk, Ryan Christopher",
ACCT,3220,2,Accounting Information Systems,18%,49%,28%,5%,0%,0%,0%,0%,0%,"Polk, Ryan Christopher",
ACCT,3220,3,Accounting Information Systems,20%,52%,20%,8%,0%,0%,0%,0%,0%,"Polk, Ryan Christopher",
ACCT,4040,1,Individual Taxation,19%,40%,26%,14%,0%,0%,0%,0%,0%,"Gardner, Jesse",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 3 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ACCT,4040,2,Individual Taxation,27%,44%,15%,10%,0%,0%,0%,5%,0%,"Gardner, Jesse",
ACCT,4040,3,Individual Taxation,37%,33%,23%,3%,0%,0%,0%,3%,0%,"Yazzie, Courtney Elaine",
ACCT,4040,4,Individual Taxation,43%,25%,28%,3%,3%,0%,0%,0%,0%,"Yazzie, Courtney Elaine",
ACCT,4040,5,Individual Taxation,23%,25%,40%,5%,5%,0%,0%,0%,3%,"Yazzie, Courtney Elaine",
ACCT,4040,103,Individual Taxation (HON),60%,30%,10%,0%,0%,0%,0%,0%,0%,"Yazzie, Courtney Elaine",H
ACCT,4080,1,Retire & Estate Plan,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Ledbetter, John Howard",
ACCT,4100,1,Reporting and Mgmt Control Sys,48%,40%,10%,0%,3%,0%,0%,0%,0%,"McPhee, Gregory Patrick",
ACCT,4100,2,Reporting and Mgmt Control Sys,34%,46%,17%,0%,0%,0%,0%,3%,0%,"McPhee, Gregory Patrick",
ACCT,4150,1,Auditing,58%,30%,10%,3%,0%,0%,0%,0%,0%,"Vinson, Jeremy Michael",
ACCT,4150,2,Auditing,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Vinson, Jeremy Michael",
ACCT,4150,3,Auditing,43%,35%,13%,4%,0%,0%,0%,4%,0%,"Vinson, Jeremy Michael",
ACCT,8510,1,Tax Research,48%,48%,3%,0%,0%,0%,0%,0%,0%,"Garrison J, David Walter",
ACCT,8510,2,Tax Research,41%,52%,4%,0%,4%,0%,0%,0%,0%,"Garrison J, David Walter",
ACCT,8530,1,Adv Acct Problems,85%,3%,9%,0%,0%,0%,0%,3%,0%,"Pearse, Suzanne",
ACCT,8530,2,Adv Acct Problems,59%,29%,9%,0%,3%,0%,0%,0%,0%,"Pearse, Suzanne",
ACCT,8530,3,Adv Acct Problems,52%,24%,12%,0%,9%,0%,0%,3%,0%,"Pearse, Suzanne",
ACCT,8570,1,CPA Exam Review-D,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Davis-Culler, Phebian L",
ACCT,8580,1,CPA Exam Review-F,0%,0%,0%,0%,0%,98%,2%,0%,0%,"Davis-Culler, Phebian L",
ACCT,8620,1,Financial Auditing,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,8620,2,Financial Auditing,37%,57%,3%,0%,3%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,8630,2,Forensics and Analysis,79%,18%,0%,0%,3%,0%,0%,0%,0%,"Davis-Culler, Phebian L",
ACCT,8680,1,Advanced Accounting Analytics,80%,16%,4%,0%,0%,0%,0%,0%,0%,"Cussatt, Marc A",
ACCT,8680,2,Advanced Accounting Analytics,58%,38%,4%,0%,0%,0%,0%,0%,0%,"Cussatt, Marc A",
ACCT,8680,3,Advanced Accounting Analytics,38%,54%,0%,0%,8%,0%,0%,0%,0%,"Cussatt, Marc A",
ACCT,8720,1,Tax of Flowthroughs,42%,39%,16%,0%,3%,0%,0%,0%,0%,"Garrison J, David Walter",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 4 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AGED,2040,1,App Ag Calculations,47%,47%,0%,5%,0%,0%,0%,0%,0%,"Lovern, Maryann Mishelle",
AGED,4030,1,Prin Adult/Ext Ed,88%,8%,0%,0%,0%,0%,0%,4%,0%,"Layfield, Kevin D",
AGM,1010,1,Intro Ag Mech & Bus,42%,36%,11%,6%,6%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2050,1,Prin of Fabrication,16%,43%,32%,3%,5%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2200,1,Calc for Mechanized Agricult,36%,36%,22%,3%,3%,0%,0%,0%,0%,"Turner, Aaron Paul",
AGM,2210,1,Land Measurements,66%,21%,10%,0%,1%,0%,0%,1%,0%,"Su, Qiong",
AGM,3050,1,Agricultural Safety,36%,52%,3%,0%,3%,0%,0%,6%,0%,"Massey, Hunter F",
AGM,3710,1,Agric Mechanization Practicum,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Massey, Hunter F",
AGM,4000,1,Seminar in Ag Mech & Business,39%,46%,11%,4%,0%,0%,0%,0%,0%,"Turner, Aaron Paul",
AGM,4020,1,Irrigation System Design,50%,44%,6%,0%,0%,0%,0%,0%,0%,"Su, Qiong",
AGM,4040,1,Grain Handling and Storage,63%,32%,3%,0%,0%,0%,0%,3%,0%,"Turner, Aaron Paul",
AGM,4060,1,Mech & Hydraulic Sys,26%,61%,13%,0%,0%,0%,0%,0%,0%,"Koc, Ali Bulent",
AGM,4600,1,Electrical Systems,64%,18%,18%,0%,0%,0%,0%,0%,0%,"McLamore, Eric S",
AGRB,2050,1,Agriculture and Society,24%,27%,33%,10%,4%,0%,0%,1%,0%,"Vassalos, Michael",
AGRB,2050,2,Agriculture and Society,20%,27%,20%,7%,13%,0%,0%,7%,7%,"Vassalos, Michael",
AGRB,2050,3,Agriculture and Society,20%,10%,50%,20%,0%,0%,0%,0%,0%,"Vassalos, Michael",
AGRB,3090,1,Econ of Agricultural Marketing,72%,23%,3%,0%,0%,0%,0%,2%,0%,"Berg, Nikolas L",
AGRB,3090,2,Econ of Agricultural Marketing,43%,43%,13%,0%,0%,0%,0%,0%,0%,"Berg, Nikolas L",
AGRB,3570,1,Natural Resources Economics,18%,21%,39%,7%,11%,0%,0%,3%,0%,"Willis, David Brian",
AGRB,4080,1,Quant Agribusiness Analysis II,13%,24%,42%,21%,0%,0%,0%,0%,0%,"Thayer, Anastasia",
AGRB,4090,1,Commodity Futures Markets,19%,27%,42%,8%,4%,0%,0%,0%,0%,"Thayer, Anastasia",
AGRB,4120,1,Reg Econ Devel Theory & Policy,11%,46%,21%,18%,4%,0%,0%,0%,0%,"De Figueiredo Silva, Felipe",
AGRB,4260,1,Cropping Systems Analysis,77%,18%,5%,0%,0%,0%,0%,0%,0%,"Smith, Nathaniel B",
AGRB,4520,1,Agricultural Policy,15%,41%,22%,22%,0%,0%,0%,0%,0%,"Vassalos, Michael",
AGRB,8080,1,Empir Mthds for Ag Economists,57%,43%,0%,0%,0%,0%,0%,0%,0%,"De Figueiredo Silva, Felipe",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 5 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AL,3440,302,Athletics and Women,92%,4%,0%,0%,4%,0%,0%,0%,0%,"Soles, Misty B",
AL,3490,301,Principles of Coaching,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard Donell",
AL,3490,304,Principles of Coaching,50%,42%,8%,0%,0%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3490,305,Principles of Coaching,85%,12%,4%,0%,0%,0%,0%,0%,0%,"Neuder, Joel P",
AL,3490,308,Principles of Coaching,92%,4%,4%,0%,0%,0%,0%,0%,0%,"Carter, Kelly Lamar",
AL,3490,309,Principles of Coaching,88%,4%,0%,0%,0%,0%,0%,8%,0%,"Carter, Kelly Lamar",
AL,3490,310,Principles of Coaching,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3490,312,Principles of Coaching,32%,56%,8%,4%,0%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,313,Principles of Coaching,60%,16%,20%,4%,0%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,315,Principles of Coaching,72%,16%,12%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W",
AL,3490,316,Principles of Coaching,84%,8%,4%,0%,0%,0%,0%,4%,0%,"Whitrow, Nicholas Philip",
,,,,,,,,,,,,,Edward,
AL,3490,317,Principles of Coaching,78%,4%,9%,4%,0%,0%,0%,4%,0%,"Whitrow, Nicholas Philip",
,,,,,,,,,,,,,Edward,
AL,3490,318,Principles of Coaching,84%,12%,4%,0%,0%,0%,0%,0%,0%,"Whitrow, Nicholas Philip",
,,,,,,,,,,,,,Edward,
AL,3500,300,Sci Basis I/Ex Phy,36%,12%,32%,20%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,3500,301,Sci Basis I/Ex Phy,25%,38%,13%,17%,0%,0%,0%,8%,0%,"Godfrey, Michael G",
AL,3530,300,Athletic Injuries,33%,33%,29%,4%,0%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,301,Athletic Injuries,32%,24%,44%,0%,0%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3600,300,Hgh Sch Athl Ethical/Legal Iss,58%,21%,13%,0%,4%,0%,0%,4%,0%,"Connor, Clyde Keith",
AL,3610,300,Admin/Org of Athletic Programs,71%,21%,8%,0%,0%,0%,0%,0%,0%,"Payne, Gilbert Wayne",
AL,3610,301,Admin/Org of Athletic Programs,48%,40%,12%,0%,0%,0%,0%,0%,0%,"Payne, Gilbert Wayne",
AL,3610,302,Admin/Org of Athletic Programs,79%,4%,8%,8%,0%,0%,0%,0%,0%,"Moore, Edward F",
AL,3610,303,Admin/Org of Athletic Programs,64%,28%,0%,0%,0%,0%,0%,8%,0%,"Moore, Edward F",
AL,3610,304,Admin/Org of Athletic Programs,67%,25%,4%,0%,4%,0%,0%,0%,0%,"Moore, Edward F",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 6 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
AL,3620,300,Psychology of Coaching,58%,27%,12%,4%,0%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3620,301,Psychology of Coaching,25%,38%,25%,8%,0%,0%,0%,4%,0%,"Carter, Natalie Anne",
AL,3620,302,Psychology of Coaching,46%,21%,17%,8%,8%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3720,300,Coaching Basketball,70%,9%,13%,4%,0%,0%,0%,4%,0%,"Fry, Edmond H",
AL,3740,300,Coaching Football,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W",
AL,3740,301,Coaching Football,71%,25%,4%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W",
AL,3760,300,Coaching Strength/Conditioning,76%,4%,16%,0%,4%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3760,301,Coaching Strength/Conditioning,71%,13%,0%,4%,4%,0%,0%,8%,0%,"Fry, Edmond H",
AL,4000,300,Athletic Leadership Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cadorette, Deborah Jo",
AL,4380,300,"Offi. FB, Basketball, Baseball",73%,23%,0%,0%,4%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,4490,300,Athlete Beliefs,72%,24%,4%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah Jo",
AL,8380,301,Compliance in Athletics,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Young, Kyle McLendon",
AL,8380,302,Coaching Athl w Disabilities,71%,19%,10%,0%,0%,0%,0%,0%,0%,"Pitts, Rosalyn Mew",
AL,8440,300,Surv of Res Mthds in Athletics,63%,37%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8440,301,Surv of Res Mthds in Athletics,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8440,302,Surv of Res Mthds in Athletics,76%,18%,0%,0%,0%,0%,0%,6%,0%,"Corr, Christopher Thomas",
AL,8490,301,Athletic Leadership Dev,86%,10%,0%,0%,5%,0%,0%,0%,0%,"Butler, Janna Magette",
AL,8490,302,Athletic Leadership Dev,85%,10%,0%,0%,0%,0%,0%,5%,0%,"Butler, Janna Magette",
AL,8490,303,Athletic Leadership Dev,70%,20%,10%,0%,0%,0%,0%,0%,0%,"Butler, Janna Magette",
AL,8530,300,Legal Iss in Intercoll Athlet,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
AL,8640,300,Ethical Iss in Collegiate Athl,68%,32%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8650,301,Mkt and Comm Respon Interc Ath,86%,10%,5%,0%,0%,0%,0%,0%,0%,"Corr, Christopher Thomas",
AL,8650,302,Mkt and Comm Respon Interc Ath,70%,20%,10%,0%,0%,0%,0%,0%,0%,"Corr, Christopher Thomas",
ANTH,2010,1,Introduction to Anthropology,51%,26%,17%,1%,3%,0%,0%,1%,0%,"Tremblay, Suzanna Eve",
ANTH,2010,2,Introduction to Anthropology,50%,28%,7%,0%,6%,0%,0%,9%,0%,"Rapaport, Lisa G",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 7 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ANTH,2010,3,Introduction to Anthropology,53%,37%,6%,2%,2%,0%,0%,0%,0%,"Williams, Justin Patrick",
ANTH,2010,4,Introduction to Anthropology,50%,36%,10%,0%,4%,0%,0%,0%,0%,"Williams, Justin Patrick",
ANTH,2010,5,Introduction to Anthropology,67%,29%,2%,0%,2%,0%,0%,0%,0%,"Markus, David M",
ANTH,2050,1,Professional Development,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Weisensee, Katherine E",
ANTH,3010,1,Cultural Anthropology,15%,33%,30%,13%,0%,0%,0%,9%,0%,"Coggeshall, John M",
ANTH,3200,1,North American Indian Cultures,12%,38%,23%,12%,8%,0%,0%,8%,0%,"Coggeshall, John M",
ANTH,3250,1,The Anthropology of Food,45%,52%,2%,0%,0%,0%,0%,0%,0%,"Williams, Justin Patrick",
ANTH,3250,2,The Anthropology of Food,54%,46%,0%,0%,0%,0%,0%,0%,0%,"Williams, Justin Patrick",
ANTH,3510,1,Biological Anthropology,70%,20%,5%,0%,0%,0%,0%,5%,0%,"Tremblay, Suzanna Eve",
ANTH,3530,1,Forensic Anthropology,57%,33%,0%,0%,0%,0%,0%,5%,5%,"Tremblay, Suzanna Eve",
ANTH,4310,1,Historical Archaeology,46%,31%,8%,8%,0%,0%,0%,8%,0%,"Markus, David M",
ANTH,4410,1,Underwater Archaeology,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Scafuri, Michael P",
ANTH,4510,1,Biol Variation in Human Pop,77%,15%,8%,0%,0%,0%,0%,0%,0%,"Tremblay, Suzanna Eve",
ANTH,4850,1,Atrocity Crimes,43%,57%,0%,0%,0%,0%,0%,0%,0%,"Lloyd, Kristin Marie",
APEC,8220,1,Public Policy Econ,43%,57%,0%,0%,0%,0%,0%,0%,0%,"Willis, David Brian",
ARCH,1010,1,Introduction to Architecture,62%,19%,8%,7%,5%,0%,0%,0%,0%,"Hambright-Belue, Sallie",
,,,,,,,,,,,,,Rebecca,
ARCH,2510,1,Arch Foundations I,50%,33%,17%,0%,0%,0%,0%,0%,0%,"Terim, Berrin",
ARCH,2510,2,Arch Foundations I,58%,42%,0%,0%,0%,0%,0%,0%,0%,"Floyd, Harrison Michael",
ARCH,2510,3,Arch Foundations I,50%,33%,8%,0%,0%,0%,0%,0%,8%,"Jefferies, Byron B",
ARCH,2510,5,Arch Foundations I,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Coker, Kathleen Nicole",
ARCH,2510,7,Arch Foundations I,42%,42%,0%,0%,8%,0%,0%,0%,8%,"Sculco, Steven James",
ARCH,2510,8,Arch Foundations I,83%,8%,0%,0%,0%,0%,0%,8%,0%,"Yusufoglu, Cihan",
ARCH,2700,1,Structures I,57%,33%,7%,3%,0%,0%,0%,0%,0%,"Nilsson, R Kent",
ARCH,2710,1,Structures II,42%,38%,12%,4%,4%,0%,0%,0%,0%,"Trick, Amy Christine",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
