Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,2020,1,Managerial Accounting Co,23%,27%,35%,6%,8%,0%,0%,2%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,2020,2,Managerial Accounting Co,16%,40%,24%,11%,6%,0%,0%,2%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,3,Managerial Accounting Co,33%,38%,18%,9%,2%,0%,0%,0%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,4,Managerial Accounting Co,25%,40%,20%,8%,0%,0%,0%,3%,5%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,5,Managerial Accounting Co,23%,35%,20%,23%,0%,0%,0%,0%,0%,0%,0%,0%,"Garrison J, David",
,,,,,,,,,,,,,,,,Walter,
ACCT,2020,6,Managerial Accounting Co,22%,33%,29%,12%,0%,0%,0%,4%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,2020,7,Managerial Accounting Co,28%,30%,25%,13%,3%,0%,0%,3%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,2020,8,Managerial Accounting Co,41%,18%,28%,8%,0%,0%,0%,5%,0%,0%,0%,0%,"Hawkins, James Craig",
ACCT,2020,400,Managerial Accounting Co,23%,42%,28%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
ACCT,2020,401,Managerial Accounting Co,19%,38%,27%,11%,4%,0%,0%,1%,0%,0%,0%,0%,"McCorkle, Emily",
,,,,,,,,,,,,,,,,Suzanne,
ACCT,3030,1,Cost Accounting,18%,43%,30%,3%,2%,0%,0%,3%,0%,0%,0%,0%,"Garrett, Jace B",
ACCT,3030,2,Cost Accounting,28%,41%,25%,3%,1%,0%,0%,3%,0%,0%,0%,0%,"Garrett, Jace B",
ACCT,3030,3,Cost Accounting,41%,28%,20%,7%,3%,0%,0%,2%,0%,0%,0%,0%,"Weaver, Andy P",
ACCT,3030,4,Cost Accounting,34%,31%,16%,11%,2%,0%,0%,5%,0%,0%,0%,0%,"Weaver, Andy P",
ACCT,3030,5,Cost Accounting,31%,32%,22%,4%,7%,0%,0%,4%,0%,0%,0%,0%,"Weaver, Andy P",
ACCT,3030,6,Cost Accounting,32%,26%,27%,5%,4%,0%,0%,5%,0%,0%,0%,0%,"Weaver, Andy P",
ACCT,3110,1,Intermediate Financial Acc,3%,14%,27%,16%,19%,0%,0%,22%,0%,0%,0%,0%,"Maiberger, Philip A",
ACCT,3110,2,Intermediate Financial Acc,5%,44%,28%,13%,5%,0%,0%,5%,0%,0%,0%,0%,"Maiberger, Philip A",
ACCT,3110,3,Intermediate Financial Acc,21%,31%,40%,2%,0%,0%,0%,5%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,4,Intermediate Financial Acc,38%,33%,28%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Philo, Annieka C",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 2 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,3110,5,Intermediate Financial Acc,29%,31%,31%,7%,0%,0%,0%,2%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,6,Intermediate Financial Acc,29%,24%,26%,10%,2%,0%,0%,10%,0%,0%,0%,0%,"Philo, Annieka C",
ACCT,3110,7,Intermediate Financial Acc,24%,18%,32%,11%,11%,0%,0%,5%,0%,0%,0%,0%,"Ledbetter, John",
,,,,,,,,,,,,,,,,Howard,
ACCT,3110,8,Intermediate Financial Acc,21%,19%,36%,7%,14%,0%,0%,2%,0%,0%,0%,0%,"Ledbetter, John",
,,,,,,,,,,,,,,,,Howard,
ACCT,3110,9,Intermediate Financial Acc,15%,15%,31%,10%,21%,0%,0%,8%,0%,0%,0%,0%,"Hawkins, Erin",
,,,,,,,,,,,,,,,,Michelle,
ACCT,3110,10,Intermediate Financial Acc,17%,44%,19%,6%,8%,0%,0%,6%,0%,0%,0%,0%,"Hawkins, Erin",
,,,,,,,,,,,,,,,,Michelle,
ACCT,3120,1,Intermediate Financial Acc,34%,40%,18%,6%,0%,0%,0%,2%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,3120,2,Intermediate Financial Acc,32%,53%,10%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,3120,4,Intermediate Financial Acc,53%,35%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,5,Intermediate Financial Acc,42%,26%,29%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,6,Intermediate Financial Acc,50%,24%,21%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,7,Intermediate Financial Acc,50%,38%,6%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Knause, Terry Daniel",
ACCT,3120,8,Intermediate Financial Acc,24%,45%,26%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Vinson, Jeremy",
,,,,,,,,,,,,,,,,Michael,
ACCT,3120,9,Intermediate Financial Acc,29%,38%,29%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Vinson, Jeremy",
,,,,,,,,,,,,,,,,Michael,
ACCT,3120,105,Intermed Fin Acct II (HON),88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knause, Terry Daniel",H
ACCT,3130,1,Analytics for Acct Dec Mak,29%,59%,9%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Hawk, Holly",
,,,,,,,,,,,,,,,,Rhiannion,
ACCT,3130,2,Analytics for Acct Dec Mak,35%,47%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hawk, Holly",
,,,,,,,,,,,,,,,,Rhiannion,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 3 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,3130,3,Analytics for Acct Dec Mak,49%,37%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hawk, Holly",
,,,,,,,,,,,,,,,,Rhiannion,
ACCT,3130,4,Analytics for Acct Dec Mak,28%,38%,28%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3130,5,Analytics for Acct Dec Mak,15%,44%,35%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3130,6,Analytics for Acct Dec Mak,29%,54%,4%,0%,4%,0%,0%,8%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3130,7,Analytics for Acct Dec Mak,51%,38%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,3130,8,Analytics for Acct Dec Mak,26%,45%,24%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Mammadov, Babak",
ACCT,3220,1,Accounting Information Sy,40%,33%,23%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Krupa, Nicholas R.",
ACCT,3220,2,Accounting Information Sy,29%,48%,17%,5%,0%,0%,0%,2%,0%,0%,0%,0%,"Krupa, Nicholas R.",
ACCT,3220,3,Accounting Information Sy,41%,46%,11%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Krupa, Nicholas R.",
ACCT,3990,1,Internship in Accounting,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Littleton, Amy Powell",
ACCT,4040,1,Individual Taxation,25%,30%,33%,10%,0%,0%,0%,3%,0%,0%,0%,0%,"Gardner, Jesse",
ACCT,4040,2,Individual Taxation,33%,45%,18%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Gardner, Jesse",
ACCT,4040,3,Individual Taxation,15%,42%,39%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Yazzie, Courtney",
,,,,,,,,,,,,,,,,Elaine,
ACCT,4040,4,Individual Taxation,21%,38%,31%,10%,0%,0%,0%,0%,0%,0%,0%,0%,"Yazzie, Courtney",
,,,,,,,,,,,,,,,,Elaine,
ACCT,4040,5,Individual Taxation,16%,50%,27%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Gibson, Mary",
,,,,,,,,,,,,,,,,Robinson,
ACCT,4040,103,Individual Taxation (HON),71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yazzie, Courtney",H
,,,,,,,,,,,,,,,,Elaine,
ACCT,4100,1,Reporting and Mgmt Contr,24%,52%,22%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"McPhee, Gregory",
,,,,,,,,,,,,,,,,Patrick,
ACCT,4100,2,Reporting and Mgmt Contr,27%,44%,23%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"McPhee, Gregory",
,,,,,,,,,,,,,,,,Patrick,
ACCT,4150,1,Auditing,29%,56%,12%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,4150,2,Auditing,32%,44%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 4 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ACCT,4150,3,Auditing,17%,57%,20%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Harp, Nancy Lee",
ACCT,8540,2,Prof Responsibility,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pearse, Suzanne",
ACCT,8550,1,Gov't and Nonprofit Accou,57%,36%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8550,2,Gov't and Nonprofit Accou,48%,52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barnes, James D",
ACCT,8560,1,CPA Exam Review-A,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Davis-Culler, Phebian",
,,,,,,,,,,,,,,,,L,
ACCT,8580,1,CPA Exam Review-F,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Davis-Culler, Phebian",
,,,,,,,,,,,,,,,,L,
ACCT,8650,1,Tax & Bus Decisions,46%,50%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8650,2,Tax & Bus Decisions,24%,64%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8680,1,Advanced Accounting Anal,54%,46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cussatt, Marc A",
ACCT,8710,1,Corporate Taxation,33%,47%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dalton, Derek W.",
ACCT,8730,1,Intl/Spec Tax Topic,48%,38%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Polk, Ryan",
,,,,,,,,,,,,,,,,Christopher,
ACCT,8740,1,Tax Aspects of Finan Planni,43%,48%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ledbetter, John",
,,,,,,,,,,,,,,,,Howard,
AGED,2030,1,Teaching Agriscience,74%,21%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"DiBenedetto,",
,,,,,,,,,,,,,,,,Catherine A,
AGED,4160,1,Ethics and Issues,88%,5%,3%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Player, W Kirby",
AGED,4800,1,Digital Media & Learning,87%,0%,0%,0%,7%,0%,0%,0%,7%,0%,0%,0%,"Layfield, Kevin D",
AGED,6800,2,Digital Media & Learning,78%,0%,0%,0%,0%,0%,0%,0%,22%,0%,0%,0%,"Layfield, Kevin D",
AGM,2050,1,Prin of Fabrication,28%,45%,23%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2060,1,Machinery Management,20%,53%,17%,3%,3%,0%,0%,3%,0%,0%,0%,0%,"Massey, Hunter F",
AGM,2210,1,Land Measurements,58%,36%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Privette, Charles V",
AGM,3010,1,Soil Water Conserv,55%,24%,14%,6%,2%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Calvin B",
AGM,4100,1,Precision Ag Tech,53%,33%,12%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Massey, Hunter F",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 5 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AGM,4520,1,Mobile Power,13%,50%,33%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Koc, Ali Bulent",
AGM,4720,1,Capstone,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Turner, Aaron Paul",
AGRB,2050,1,Agriculture and Society,55%,37%,5%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Arnold, Jane Anne",
AGRB,2080,1,Quant Agribusiness Analysi,35%,19%,32%,9%,2%,0%,0%,4%,0%,0%,0%,0%,"Collart Dinarte, Alba",
,,,,,,,,,,,,,,,,Jeanette,
AGRB,3020,1,Economics of Farm Manag,26%,23%,20%,16%,7%,0%,0%,8%,2%,0%,0%,0%,"Vassalos, Michael",
AGRB,3190,1,Agribusiness Management,33%,39%,6%,17%,0%,0%,0%,0%,6%,0%,0%,0%,"Vassalos, Michael",
AGRB,3570,1,Natural Resources Econom,11%,17%,35%,9%,11%,0%,0%,17%,0%,0%,0%,0%,"Willis, David Brian",
AGRB,4020,1,Production Economics,19%,26%,22%,26%,7%,0%,0%,0%,0%,0%,0%,0%,"De Figueiredo Silva,",
,,,,,,,,,,,,,,,,Felipe,
AGRB,4560,1,Prices,21%,30%,15%,27%,6%,0%,0%,0%,0%,0%,0%,0%,"De Figueiredo Silva,",
,,,,,,,,,,,,,,,,Felipe,
AGRB,4570,1,"Natural Res Use, Tech & P",18%,29%,36%,4%,11%,0%,0%,4%,0%,0%,0%,0%,"Willis, David Brian",
AGRB,4600,1,Agricultural Finance,16%,32%,35%,16%,0%,0%,0%,0%,0%,0%,0%,0%,"Thayer, Anastasia",
AL,3340,400,Social Issues in Athletic Lea,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
AL,3490,400,Principles of Coaching,88%,8%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard",
,,,,,,,,,,,,,,,,Donell,
AL,3490,401,Principles of Coaching,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard",
,,,,,,,,,,,,,,,,Donell,
AL,3490,402,Principles of Coaching,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard",
,,,,,,,,,,,,,,,,Donell,
AL,3490,403,Principles of Coaching,80%,16%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yeargin, Richard",
,,,,,,,,,,,,,,,,Donell,
AL,3490,406,Principles of Coaching,88%,4%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3490,407,Principles of Coaching,74%,22%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,408,Principles of Coaching,48%,28%,20%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Plumblee, John T",
AL,3490,409,Principles of Coaching,69%,23%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Plumblee, John T",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 6 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AL,3490,410,Principles of Coaching,61%,22%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
AL,3490,411,Principles of Coaching,88%,8%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Neuder, Joel P",
AL,3490,413,Principles of Coaching,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Neuder, Joel P",
AL,3490,414,Principles of Coaching,76%,8%,4%,4%,4%,0%,0%,0%,4%,0%,0%,0%,"Whitrow, Nicholas",
,,,,,,,,,,,,,,,,Philip Edward,
AL,3490,416,Principles of Coaching,46%,25%,8%,4%,8%,0%,0%,8%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,3490,417,Principles of Coaching,84%,4%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Carter, Kelly Lamar",
AL,3500,400,Sci Basis I/Ex Phy,44%,24%,20%,8%,4%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,3500,401,Sci Basis I/Ex Phy,20%,28%,40%,12%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,3520,400,Kinesiology,12%,12%,12%,12%,18%,0%,0%,35%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,400,Athletic Injuries,26%,37%,19%,15%,0%,0%,0%,4%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3530,401,Athletic Injuries,25%,46%,21%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Colbert, Isaac Sean",
AL,3600,400,Hgh Sch Athl Ethical/Legal I,52%,36%,4%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,3610,400,Admin/Org of Athletic Pro,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,401,Admin/Org of Athletic Pro,76%,16%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Oates, Henry C.",
AL,3610,402,Admin/Org of Athletic Pro,72%,16%,4%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Moore, Edward F",
AL,3610,403,Admin/Org of Athletic Pro,68%,16%,4%,4%,0%,0%,0%,8%,0%,0%,0%,0%,"Moore, Edward F",
AL,3610,404,Admin/Org of Athletic Pro,80%,16%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Moore, Edward F",
AL,3620,400,Psychology of Coaching,56%,28%,12%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3620,401,Psychology of Coaching,22%,43%,26%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3620,402,Psychology of Coaching,48%,8%,32%,12%,0%,0%,0%,0%,0%,0%,0%,0%,"Carter, Natalie Anne",
AL,3720,400,Coaching Basketball,80%,12%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3730,400,Coaching Cross Country,87%,9%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Carter, Kelly Lamar",
AL,3740,400,Coaching Football,76%,16%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 7 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
AL,3740,401,Coaching Football,79%,17%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ellison, Kirk W",
AL,3750,400,Coaching Soccer,80%,16%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hickey, Justin M",
AL,3760,400,Coaching Strength/Conditi,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,3760,401,Coaching Strength/Conditi,81%,8%,8%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Fry, Edmond H",
AL,4000,400,Athletic Leadership Interns,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,4380,402,High School Sports Officiati,80%,12%,0%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Connor, Clyde Keith",
AL,4490,400,Athlete Beliefs,84%,12%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,4490,401,Athlete Beliefs,74%,19%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cadorette, Deborah",
,,,,,,,,,,,,,,,,Jo,
AL,8380,404,Coaching Athl w Disabilitie,76%,10%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pitts, Rosalyn Mew",
AL,8500,400,Principles Strength and Co,73%,23%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8500,401,Principles Strength and Co,57%,30%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8630,400,Socio Dynam in Intercol At,90%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Michael G",
AL,8630,401,Socio Dynam in Intercol At,84%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8630,402,Socio Dynam in Intercol At,54%,46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stokowski, Sarah E",
AL,8640,401,Ethical Iss in Collegiate Ath,86%,5%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Butler, Janna",
,,,,,,,,,,,,,,,,Magette,
AL,8700,402,Intercoll Athletics Finance,79%,7%,7%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Soles, Misty B",
ANTH,2010,1,Introduction to Anthropol,57%,39%,0%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Markus, David M",
ANTH,2010,2,Introduction to Anthropol,19%,33%,31%,6%,6%,0%,0%,6%,0%,0%,0%,0%,"Wu, Yi",
ANTH,2010,3,Introduction to Anthropol,16%,27%,33%,7%,7%,0%,0%,11%,0%,0%,0%,0%,"Wu, Yi",
